,date,line,emsg
2095,2022-05-23 05:46:57,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2096,2022-05-23 05:47:39,"model.fit(X_train,y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
2097,2022-05-23 05:48:00,"model.fit(X, y)",ValueError: could not convert string to float: '--'
2098,2022-05-23 05:48:10,"df[['week_num'],['weather_num'],['temperature'],['kcal']]","TypeError: '(['week_num'], ['weather_num'], ['temperature'], ['kcal'])' is an invalid key"
2099,2022-05-23 05:48:50,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2100,2022-05-23 05:49:00,df_columns,NameError: name 'df_columns' is not defined
2101,2022-05-23 05:49:11,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
2102,2022-05-23 05:49:41,"model.fit(X_train, y_train)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
2103,2022-05-23 05:49:42,"X = df[['week_num','tempreture']]  ","KeyError: ""['tempreture'] not in index"""
2104,2022-05-23 05:49:43,"    model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2105,2022-05-23 05:49:53,"X = df[df.columns['kcal','tempreature']] ","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2106,2022-05-23 05:50:00,"pd.concat([df.head, df_name], axis=1)",TypeError: cannot concatenate object of type '<class 'method'>'; only Series and DataFrame objs are valid
2107,2022-05-23 05:50:07,"X = df[df.columns['kcal','tempreature']] ","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2108,2022-05-23 05:50:08,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2109,2022-05-23 05:50:09,df_head,NameError: name 'df_head' is not defined
2110,2022-05-23 05:50:29,"X = df[df.columns['kcal','tempreature']] ","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2111,2022-05-23 05:50:29,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
2112,2022-05-23 05:50:41,y_pred = model.predict(X),ValueError: could not convert string to float: '厚切りイカフライ'
2113,2022-05-23 05:50:43,"pd.concat([df, df_name], axis=1)",InvalidIndexError: Reindexing only valid with uniquely valued Index objects
2114,2022-05-23 05:51:07,"X = df[df.columns['y','kcal','tempreature']] ","IndexError: only integers, slices (`:`), ellipsis (`...`), numpy.newaxis (`None`) and integer or boolean arrays are valid indices"
2115,2022-05-23 05:51:15,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2116,2022-05-23 05:51:18,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
2117,2022-05-23 05:51:38,"X = df['kcal','tempreature'] ","KeyError: ('kcal', 'tempreature')"
2118,2022-05-23 05:51:58,"X = df(['kcal','tempreature']) ",TypeError: 'DataFrame' object is not callable
2119,2022-05-23 05:52:21,"X = df(['kcal','soldout']) ",TypeError: 'DataFrame' object is not callable
2120,2022-05-23 05:52:50,"X = df(['kcal','	payday']) ",TypeError: 'DataFrame' object is not callable
2121,2022-05-23 05:52:59,"X = df(['kcal','payday']) ",TypeError: 'DataFrame' object is not callable
2122,2022-05-23 05:55:26,"model.fit(X, y)",ValueError: could not convert string to float: 'なし'
2123,2022-05-23 05:55:52,"columns = df['kcal', 'weather_num', 'week_num', 'temperature']","KeyError: ('kcal', 'weather_num', 'week_num', 'temperature')"
2124,2022-05-23 05:55:57,a.dtype,AttributeError: 'DataFrame' object has no attribute 'dtype'
2125,2022-05-23 05:56:43,df[columns],"ValueError: Boolean array expected for the condition, not int64"
2126,2022-05-23 05:56:46,"X = df(['kcal','temperature']) ",TypeError: 'DataFrame' object is not callable
2127,2022-05-23 05:57:00,"model.fit(X, y)",ValueError: could not convert string to float: '快晴'
2128,2022-05-23 05:57:06,"model.fit(X, y)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
2129,2022-05-23 05:57:15,"model.fit(X, y)",ValueError: could not convert string to float: '2013-11-18'
2130,2022-05-23 05:58:06,"model.fit(X, y)","ValueError: Input contains NaN, infinity or a value too large for dtype('float64')."
2131,2022-05-23 05:58:16,"model.fit(X, y)",ValueError: Unable to convert array of bytes/strings into decimal numbers with dtype='numeric'
2132,2022-05-23 05:58:52,"model.fit(X_train, y_train)",NameError: name 'X_train' is not defined
2133,2022-05-23 05:59:49,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
2134,2022-05-23 06:00:45,info(),NameError: name 'info' is not defined
2135,2022-05-23 06:02:24,"plt.scatter(y, y_pred, c='red', alpha=0.3)",ValueError: x and y must be the same size
2136,2022-05-23 06:14:46,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([        ('c', 'c'),         ('c', ')'),         ('c', 't'),\n               ('c', 'b'),         ('c', 'e'), ('c', 'Backspace'),\n               ('c', '2'),         ('c', 'i'),         ('c', 's'),\n               ('c', 'p'),\n       ...\n               ('g', '*'),         ('g', 'r'),     ('g', 'Enter'),\n       ('g', 'ArrowLeft'),         ('g', ']'),         ('g', 'f'),\n               ('g', 'l'),         ('g', '='),         ('g', 'n'),\n               ('g', 'g')],\n      dtype='object', length=1600)] are in the [columns]"""
2137,2022-05-23 06:15:05,"print(n.replace(1,9))","TypeError: replace() argument 1 must be str, not int"
2138,2022-05-23 06:15:10,"print(n.replace(1,9))","TypeError: replace() argument 1 must be str, not int"
2139,2022-05-23 06:15:38,"print(n.replace(1,9))","TypeError: replace() argument 1 must be str, not int"
2140,2022-05-23 06:15:38,"get_ipython().run_cell_magic('', 'atcoder https://atcoder.jp/contests/abc223/tasks/abc223_a', ""x = int(input())\nif x % 100 == 0:\n  print('Yes')\nelse:\n  print('No')"")",UsageError: Cell magic `%%` not found.
2141,2022-05-23 06:15:52,"print(n.replace(1,9))","TypeError: replace() argument 1 must be str, not int"
2142,2022-05-23 06:15:56,"get_ipython().run_cell_magic('atcoder', 'https://atcoder.jp/contests/abc214/tasks/abc214_b', '')","UsageError: %%atcoder is a cell magic, but the cell body is empty."
2143,2022-05-23 06:16:02,"get_ipython().run_cell_magic('atcoderhttps://atcoder.jp/contests/abc111/tasks/abc111_a', '', 'n=str(input())\nprint(n.replace(1,9))')",UsageError: Cell magic `%%atcoderhttps://atcoder.jp/contests/abc111/tasks/abc111_a` not found.
2144,2022-05-23 06:16:15,"print(n.replace(1,9))","TypeError: replace() argument 1 must be str, not int"
2145,2022-05-23 06:16:34,"print(n.replace(1,9))","TypeError: replace() argument 1 must be str, not int"
2146,2022-05-23 06:16:47,"print(n.replace(1,9))",AttributeError: 'int' object has no attribute 'replace'
2147,2022-05-23 06:16:52,if x/1000>=1:,TypeError: unsupported operand type(s) for /: 'str' and 'int'
2148,2022-05-23 06:17:07,"print(n.replace(1,9))","TypeError: replace() argument 1 must be str, not int"
2149,2022-05-23 06:17:08,"  print(0,a)",NameError: name 'a' is not defined
2150,2022-05-23 06:18:00,"get_ipython().run_cell_magic('https://atcoder.jp/contests/abc183/tasks/abc183_a', '', 'def relu(x):\n  return x * (x > 0.0)')",UsageError: Cell magic `%%https://atcoder.jp/contests/abc183/tasks/abc183_a` not found.
2151,2022-05-23 06:18:08,"get_ipython().run_cell_magic('', 'https://atcoder.jp/contests/abc183/tasks/abc183_a', 'def relu(x):\n  return x * (x > 0.0)')",UsageError: Cell magic `%%` not found.
2152,2022-05-23 06:18:35,"  print[0,x]",TypeError: 'function' object is not subscriptable
2153,2022-05-23 06:18:55,X_train = X_train_all[sample_list],"KeyError: ""None of [Index([('ArrowRight', 'ArrowRight'),          ('ArrowRight', '='),\n                ('ArrowRight', 'h'),      ('ArrowRight', 'SPACE'),\n                ('ArrowRight', 'b'),          ('ArrowRight', 'r'),\n                ('ArrowRight', ','),          ('ArrowRight', 'g'),\n                ('ArrowRight', 'm'),          ('ArrowRight', ']'),\n       ...\n                         (')', 'f'),                   (')', '0'),\n                         (')', '['),                   (')', 'y'),\n                         (')', 'c'),                   (')', 't'),\n                         (')', 'x'),           (')', 'Backspace'),\n                         (')', 'n'),                   (')', ')')],\n      dtype='object', length=1600)] are in the [columns]"""
2154,2022-05-23 06:20:46,if X%100==0 and X==n0:,NameError: name 'n0' is not defined
2155,2022-05-23 06:21:29,"K,S=map(input().split())",TypeError: map() must have at least two arguments.
2156,2022-05-23 06:21:48,"K,S=map(str,input().split())","ValueError: not enough values to unpack (expected 2, got 1)"
2157,2022-05-23 06:22:17,"get_ipython().run_cell_magic('', 'atcoder abc181_b', 'n=int(input())\nsum=0\nfor i in range(n):\n  a,b=map(int,input().split())\n  sum+=(b-a+1)*(b+a)/2\nprint(sum)')",UsageError: Cell magic `%%` not found.
2158,2022-05-23 06:22:56,X_train = X_train_all[k_l],"KeyError: ""None of [Index([         ('a', 'a'), ('a', 'ArrowRight'),          ('a', 'g'),\n                ('a', 'f'),  ('a', 'Backspace'),          ('a', 'r'),\n                ('a', 't'),          ('a', 'h'),          ('a', '.'),\n        ('a', 'ArrowLeft'),\n       ...\n                ('(', ']'),          ('(', 'y'),      ('(', 'Shift'),\n                ('(', 'w'),          ('(', '='),          ('(', '2'),\n                ('(', 'p'),          ('(', 'u'),          ('(', ')'),\n                ('(', '(')],\n      dtype='object', length=1600)] are in the [columns]"""
2159,2022-05-23 06:23:09,X_train = X_train_all[k_l],"KeyError: ""None of [Index([         ('a', 'a'), ('a', 'ArrowRight'),          ('a', 'g'),\n                ('a', 'f'),  ('a', 'Backspace'),          ('a', 'r'),\n                ('a', 't'),          ('a', 'h'),          ('a', '.'),\n        ('a', 'ArrowLeft'),\n       ...\n                ('(', ']'),          ('(', 'y'),      ('(', 'Shift'),\n                ('(', 'w'),          ('(', '='),          ('(', '2'),\n                ('(', 'p'),          ('(', 'u'),          ('(', ')'),\n                ('(', '(')],\n      dtype='object', length=1600)] are in the [columns]"""
2160,2022-05-23 06:23:31,"S.replace('x','0')",AttributeError: 'list' object has no attribute 'replace'
2161,2022-05-23 06:23:42,"get_ipython().run_cell_magic('actcoder', 'https://atcoder.jp/contests/abc168/tasks/abc168_b', 'K=int(input())\nS=str(input())\np=S[0:K]\ns=len(S)\nif s<=K:\n  print(S)\nelse:\n  print(p,end="""",\'...\')')",UsageError: Cell magic `%%actcoder` not found.
2162,2022-05-23 06:23:53,"N, X = map(int, input().split())",KeyboardInterrupt: 
2163,2022-05-23 06:23:54,while X>=Y:,KeyboardInterrupt: 
2164,2022-05-23 06:24:10,N = int(input()),KeyboardInterrupt: 
2165,2022-05-23 06:24:48,"S.replace('x','0')",AttributeError: 'list' object has no attribute 'replace'
2166,2022-05-23 06:25:00,if S[3]==S[4] and S[5]==S[6]:,IndexError: string index out of range
2167,2022-05-23 06:25:12,X_train = X_train_all[k_l_column[1:]],"KeyError: '[\'a → g\', \'a → f\', \'a → h\', \'a → .\', \'a → 0\', \'a → *\', \'a → >\', \'a → x\', \'a → Enter\', \'a → ""\', \'a → ,\', \'a → c\', \'a → e\', \'a → d\', \'a → SPACE\', \'a → o\', \'a → /\', \'a → ]\', \'a → Shift\', \'a → w\', \'a → =\', \'a → 2\', \'a → p\', \'a → u\', \'a → )\', \'a → (\', \'ArrowRight → g\', \'ArrowRight → r\', \'ArrowRight → *\', \'ArrowRight → s\', \'ArrowRight → >\', \'ArrowRight → ""\', \'ArrowRight → c\', \'ArrowRight → d\', \'ArrowRight → n\', \'ArrowRight → l\', \'ArrowRight → =\', \'ArrowRight → 2\', \'ArrowRight → u\', \'ArrowRight → )\', \'ArrowRight → (\', \'g → g\', \'g → f\', \'g → r\', \'g → .\', \'g → 0\', \'g → *\', \'g → s\', \'g → m\', \'g → >\', \'g → x\', \'g → ""\', \'g → ,\', \'g → b\', \'g → c\', \'g → d\', \'g → n\', \'g → l\', \'g → /\', \'g → ]\', \'g → y\', \'g → w\', \'g → =\', \'g → 2\', \'g → p\', \'g → )\', \'g → (\', \'f → a\', \'f → f\', \'f → r\', \'f → t\', \'f → .\', \'f → ArrowLeft\', \'f → 0\', \'f → *\', \'f → s\', \'f → m\', \'f → >\', \'f → Enter\', \'f → ""\', \'f → ,\', \'f → b\', \'f → c\', \'f → e\', \'f → d\', \'f → n\', \'f → l\', \'f → [\', \'f → /\', \'f → ]\', \'f → y\', \'f → w\', \'f → =\', \'f → 2\', \'f → p\', \'f → u\', \'f → )\', \'f → (\', \'Backspace → *\', \'Backspace → =\', \'Backspace → (\', \'r → r\', \'r → .\', \'r → 0\', \'r → *\', \'r → m\', \'r → >\', \'r → x\', \'r → Enter\', \'r → ""\', \'r → ,\', \'r → b\', \'r → c\', \'r → d\', \'r → l\', \'r → [\', \'r → /\', \'r → ]\', \'r → y\', \'r → w\', \'r → =\', \'r → 2\', \'r → p\', \'r → )\', \'r → (\', \'t → r\', \'t → 0\', \'t → *\', \'t → >\', \'t → x\', \'t → ""\', \'t → ,\', \'t → b\', \'t → d\', \'t → o\', \'t → l\', \'t → [\', \'t → ]\', \'t → w\', \'t → =\', \'t → 2\', \'t → u\', \'t → )\', \'t → (\', \'h → a\', \'h → h\', \'h → ArrowLeft\', \'h → 0\', \'h → *\', \'h → m\', \'h → >\', \'h → x\', \'h → Enter\', \'h → ""\', \'h → b\', \'h → c\', \'h → d\', \'h → n\', \'h → o\', \'h → l\', \'h → [\', \'h → ]\', \'h → =\', \'h → 2\', \'h → p\', \'h → u\', \'h → )\', \'h → (\', \'. → a\', \'. → g\', \'. → f\', \'. → r\', \'. → t\', \'. → h\', \'. → .\', \'. → ArrowLeft\', \'. → 0\', \'. → *\', \'. → m\', \'. → >\', \'. → x\', \'. → Enter\', \'. → ""\', \'. → ,\', \'. → b\', \'. → c\', \'. → e\', \'. → n\', \'. → l\', \'. → [\', \'. → /\', \'. → ]\', \'. → y\', \'. → w\', \'. → =\', \'. → 2\', \'. → )\', \'. → (\', \'ArrowLeft → g\', \'ArrowLeft → *\', \'ArrowLeft → >\', \'ArrowLeft → ""\', \'ArrowLeft → b\', \'ArrowLeft → c\', \'ArrowLeft → n\', \'ArrowLeft → l\', \'ArrowLeft → /\', \'ArrowLeft → =\', \'ArrowLeft → 2\', \'ArrowLeft → u\', \'ArrowLeft → )\', \'ArrowLeft → (\', \'0 → a\', \'0 → g\', \'0 → f\', \'0 → r\', \'0 → t\', \'0 → h\', \'0 → .\', \'0 → ArrowLeft\', \'0 → *\', \'0 → s\', \'0 → m\', \'0 → i\', \'0 → >\', \'0 → x\', \'0 → ""\', \'0 → ,\', \'0 → b\', \'0 → c\', \'0 → e\', \'0 → d\', \'0 → n\', \'0 → o\', \'0 → l\', \'0 → [\', \'0 → /\', \'0 → y\', \'0 → w\', \'0 → =\', \'0 → 2\', \'0 → p\', \'0 → u\', \'0 → )\', \'0 → (\', \'* → a\', \'* → f\', \'* → r\', \'* → t\', \'* → .\', \'* → 0\', \'* → *\', \'* → s\', \'* → m\', \'* → i\', \'* → >\', \'* → Enter\', \'* → ""\', \'* → ,\', \'* → b\', \'* → c\', \'* → e\', \'* → d\', \'* → n\', \'* → o\', \'* → l\', \'* → [\', \'* → /\', \'* → ]\', \'* → y\', \'* → w\', \'* → =\', \'* → 2\', \'* → p\', \'* → u\', \'* → )\', \'* → (\', \'s → g\', \'s → f\', \'s → r\', \'s → t\', \'s → h\', \'s → .\', \'s → 0\', \'s → *\', \'s → s\', \'s → m\', \'s → >\', \'s → x\', \'s → Enter\', \'s → ""\', \'s → c\', \'s → /\', \'s → ]\', \'s → y\', \'s → w\', \'s → =\', \'s → 2\', \'s → p\', \'s → )\', \'s → (\', \'m → ArrowRight\', \'m → f\', \'m → r\', \'m → h\', \'m → .\', \'m → ArrowLeft\', \'m → 0\', \'m → *\', \'m → i\', \'m → >\', \'m → x\', \'m → Enter\', \'m → ""\', \'m → ,\', \'m → b\', \'m → c\', \'m → e\', \'m → d\', \'m → SPACE\', \'m → o\', \'m → l\', \'m → [\', \'m → /\', \'m → ]\', \'m → y\', \'m → =\', \'m → 2\', \'m → p\', \'m → u\', \'m → )\', \'m → (\', \'i → a\', \'i → 0\', \'i → *\', \'i → >\', \'i → ""\', \'i → ,\', \'i → c\', \'i → o\', \'i → l\', \'i → [\', \'i → ]\', \'i → y\', \'i → w\', \'i → =\', \'i → 2\', \'i → )\', \'i → (\', \'> → a\', \'> → ArrowRight\', \'> → g\', \'> → f\', \'> → r\', \'> → t\', \'> → h\', \'> → .\', \'> → ArrowLeft\', \'> → 0\', \'> → *\', \'> → s\', \'> → m\', \'> → i\', \'> → >\', \'> → x\', \'> → Enter\', \'> → ""\', \'> → ,\', \'> → b\', \'> → c\', \'> → e\', \'> → d\', \'> → n\', \'> → o\', \'> → l\', \'> → [\', \'> → /\', \'> → ]\', \'> → y\', \'> → w\', \'> → 2\', \'> → p\', \'> → u\', \'> → )\', \'> → (\', \'x → a\', \'x → g\', \'x → f\', \'x → r\', \'x → t\', \'x → h\', \'x → ArrowLeft\', \'x → 0\', \'x → *\', \'x → s\', \'x → m\', \'x → >\', \'x → Enter\', \'x → ""\', \'x → ,\', \'x → b\', \'x → c\', \'x → e\', \'x → n\', \'x → o\', \'x → l\', \'x → [\', \'x → /\', \'x → ]\', \'x → y\', \'x → w\', \'x → =\', \'x → 2\', \'x → p\', \'x → u\', \'x → )\', \'x → (\', \'Enter → a\', \'Enter → g\', \'Enter → f\', \'Enter → t\', \'Enter → h\', \'Enter → .\', \'Enter → 0\', \'Enter → *\', \'Enter → s\', \'Enter → m\', \'Enter → >\', \'Enter → x\', \'Enter → ""\', \'Enter → ,\', \'Enter → b\', \'Enter → c\', \'Enter → e\', \'Enter → d\', \'Enter → n\', \'Enter → SPACE\', \'Enter → l\', \'Enter → [\', \'Enter → /\', \'Enter → ]\', \'Enter → y\', \'Enter → w\', \'Enter → =\', \'Enter → u\', \'Enter → )\', \'Enter → (\', \'"" → g\', \'"" → f\', \'"" → r\', \'"" → h\', \'"" → 0\', \'"" → *\', \'"" → m\', \'"" → i\', \'"" → >\', \'"" → x\', \'"" → b\', \'"" → c\', \'"" → e\', \'"" → d\', \'"" → n\', \'"" → l\', \'"" → /\', \'"" → y\', \'"" → w\', \'"" → =\', \'"" → u\', \'"" → (\', \', → g\', \', → f\', \', → r\', \', → h\', \', → .\', \', → 0\', \', → *\', \', → m\', \', → i\', \', → >\', \', → x\', \', → Enter\', \', → ""\', \', → b\', \', → c\', \', → e\', \', → d\', \', → n\', \', → o\', \', → l\', \', → [\', \', → /\', \', → ]\', \', → y\', \', → w\', \', → =\', \', → 2\', \', → p\', \', → u\', \', → )\', \', → (\', \'b → ArrowRight\', \'b → g\', \'b → r\', \'b → h\', \'b → .\', \'b → ArrowLeft\', \'b → 0\', \'b → *\', \'b → m\', \'b → >\', \'b → x\', \'b → Enter\', \'b → ""\', \'b → ,\', \'b → b\', \'b → n\', \'b → SPACE\', \'b → o\', \'b → [\', \'b → /\', \'b → ]\', \'b → y\', \'b → Shift\', \'b → w\', \'b → =\', \'b → 2\', \'b → p\', \'b → u\', \'b → )\', \'b → (\', \'c → a\', \'c → ArrowRight\', \'c → g\', \'c → f\', \'c → r\', \'c → t\', \'c → .\', \'c → ArrowLeft\', \'c → 0\', \'c → *\', \'c → s\', \'c → m\', \'c → i\', \'c → >\', \'c → x\', \'c → Enter\', \'c → ""\', \'c → ,\', \'c → b\', \'c → c\', \'c → n\', \'c → l\', \'c → [\', \'c → /\', \'c → ]\', \'c → y\', \'c → Shift\', \'c → w\', \'c → =\', \'c → 2\', \'c → p\', \'c → u\', \'c → )\', \'c → (\', \'e → .\', \'e → 0\', \'e → *\', \'e → m\', \'e → >\', \'e → x\', \'e → ""\', \'e → b\', \'e → c\', \'e → n\', \'e → [\', \'e → ]\', \'e → =\', \'e → 2\', \'e → p\', \'e → )\', \'e → (\', \'d → a\', \'d → ArrowRight\', \'d → g\', \'d → t\', \'d → .\', \'d → ArrowLeft\', \'d → 0\', \'d → *\', \'d → s\', \'d → m\', \'d → >\', \'d → x\', \'d → Enter\', \'d → ""\', \'d → ,\', \'d → b\', \'d → c\', \'d → d\', \'d → n\', \'d → SPACE\', \'d → o\', \'d → l\', \'d → /\', \'d → ]\', \'d → y\', \'d → Shift\', \'d → w\', \'d → =\', \'d → 2\', \'d → p\', \'d → u\', \'d → )\', \'d → (\', \'n → h\', \'n → 0\', \'n → *\', \'n → >\', \'n → x\', \'n → Enter\', \'n → ""\', \'n → ,\', \'n → e\', \'n → d\', \'n → o\', \'n → [\', \'n → /\', \'n → ]\', \'n → w\', \'n → =\', \'n → 2\', \'n → p\', \'n → u\', \'n → )\', \'n → (\', \'SPACE → a\', \'SPACE → r\', \'SPACE → 0\', \'SPACE → >\', \'SPACE → ""\', \'SPACE → b\', \'SPACE → n\', \'SPACE → [\', \'SPACE → ]\', \'SPACE → =\', \'SPACE → 2\', \'SPACE → p\', \'SPACE → )\', \'SPACE → (\', \'o → a\', \'o → g\', \'o → f\', \'o → h\', \'o → .\', \'o → ArrowLeft\', \'o → 0\', \'o → *\', \'o → s\', \'o → >\', \'o → x\', \'o → Enter\', \'o → ""\', \'o → ,\', \'o → b\', \'o → c\', \'o → d\', \'o → n\', \'o → SPACE\', \'o → o\', \'o → l\', \'o → [\', \'o → /\', \'o → ]\', \'o → y\', \'o → Shift\', \'o → w\', \'o → =\', \'o → 2\', \'o → p\', \'o → u\', \'o → )\', \'o → (\', \'l → a\', \'l → ArrowRight\', \'l → g\', \'l → f\', \'l → r\', \'l → t\', \'l → h\', \'l → .\', \'l → ArrowLeft\', \'l → 0\', \'l → *\', \'l → m\', \'l → >\', \'l → x\', \'l → Enter\', \'l → ""\', \'l → ,\', \'l → b\', \'l → c\', \'l → n\', \'l → SPACE\', \'l → o\', \'l → l\', \'l → [\', \'l → /\', \'l → ]\', \'l → y\', \'l → Shift\', \'l → =\', \'l → 2\', \'l → p\', \'l → u\', \'l → )\', \'l → (\', \'[ → a\', \'[ → ArrowRight\', \'[ → g\', \'[ → f\', \'[ → r\', \'[ → t\', \'[ → h\', \'[ → .\', \'[ → *\', \'[ → m\', \'[ → i\', \'[ → >\', \'[ → x\', \'[ → Enter\', \'[ → ""\', \'[ → ,\', \'[ → b\', \'[ → c\', \'[ → e\', \'[ → d\', \'[ → n\', \'[ → SPACE\', \'[ → l\', \'[ → [\', \'[ → /\', \'[ → y\', \'[ → w\', \'[ → =\', \'[ → p\', \'[ → u\', \'[ → )\', \'[ → (\', \'/ → a\', \'/ → ArrowRight\', \'/ → g\', \'/ → f\', \'/ → r\', \'/ → t\', \'/ → .\', \'/ → 0\', \'/ → *\', \'/ → m\', \'/ → i\', \'/ → >\', \'/ → x\', \'/ → Enter\', \'/ → ""\', \'/ → ,\', \'/ → b\', \'/ → c\', \'/ → e\', \'/ → d\', \'/ → n\', \'/ → o\', \'/ → l\', \'/ → [\', \'/ → ]\', \'/ → y\', \'/ → w\', \'/ → =\', \'/ → p\', \'/ → u\', \'/ → )\', \'/ → (\', \'] → a\', \'] → g\', \'] → f\', \'] → r\', \'] → t\', \'] → h\', \'] → 0\', \'] → *\', \'] → s\', \'] → m\', \'] → i\', \'] → >\', \'] → x\', \'] → ""\', \'] → b\', \'] → c\', \'] → e\', \'] → d\', \'] → n\', \'] → SPACE\', \'] → o\', \'] → l\', \'] → /\', \'] → ]\', \'] → y\', \'] → w\', \'] → =\', \'] → 2\', \'] → p\', \'] → u\', \'] → )\', \'] → (\', \'y → a\', \'y → g\', \'y → f\', \'y → r\', \'y → h\', \'y → .\', \'y → 0\', \'y → *\', \'y → s\', \'y → m\', \'y → i\', \'y → >\', \'y → x\', \'y → ""\', \'y → ,\', \'y → b\', \'y → c\', \'y → d\', \'y → n\', \'y → o\', \'y → l\', \'y → [\', \'y → /\', \'y → ]\', \'y → y\', \'y → w\', \'y → =\', \'y → 2\', \'y → p\', \'y → u\', \'y → )\', \'y → (\', \'Shift → a\', \'Shift → g\', \'Shift → r\', \'Shift → ,\', \'Shift → b\', \'Shift → c\', \'Shift → e\', \'Shift → d\', \'Shift → n\', \'Shift → l\', \'Shift → w\', \'Shift → u\', \'w → a\', \'w → ArrowRight\', \'w → g\', \'w → f\', \'w → r\', \'w → t\', \'w → .\', \'w → ArrowLeft\', \'w → 0\', \'w → *\', \'w → s\', \'w → m\', \'w → >\', \'w → x\', \'w → Enter\', \'w → ""\', \'w → ,\', \'w → b\', \'w → c\', \'w → d\', \'w → n\', \'w → SPACE\', \'w → o\', \'w → [\', \'w → /\', \'w → ]\', \'w → y\', \'w → Shift\', \'w → =\', \'w → 2\', \'w → p\', \'w → u\', \'w → )\', \'w → (\', \'= → a\', \'= → ArrowRight\', \'= → g\', \'= → f\', \'= → r\', \'= → h\', \'= → .\', \'= → 0\', \'= → *\', \'= → s\', \'= → m\', \'= → i\', \'= → >\', \'= → x\', \'= → Enter\', \'= → ""\', \'= → ,\', \'= → b\', \'= → c\', \'= → e\', \'= → d\', \'= → n\', \'= → o\', \'= → l\', \'= → [\', \'= → /\', \'= → ]\', \'= → Shift\', \'= → w\', \'= → 2\', \'= → u\', \'= → )\', \'= → (\', \'2 → a\', \'2 → g\', \'2 → f\', \'2 → r\', \'2 → h\', \'2 → .\', \'2 → 0\', \'2 → *\', \'2 → s\', \'2 → m\', \'2 → i\', \'2 → >\', \'2 → x\', \'2 → ""\', \'2 → ,\', \'2 → b\', \'2 → c\', \'2 → d\', \'2 → n\', \'2 → SPACE\', \'2 → o\', \'2 → l\', \'2 → [\', \'2 → /\', \'2 → ]\', \'2 → y\', \'2 → w\', \'2 → =\', \'2 → 2\', \'2 → p\', \'2 → u\', \'2 → )\', \'2 → (\', \'p → g\', \'p → f\', \'p → h\', \'p → .\', \'p → ArrowLeft\', \'p → 0\', \'p → *\', \'p → m\', \'p → >\', \'p → x\', \'p → Enter\', \'p → ""\', \'p → ,\', \'p → b\', \'p → c\', \'p → d\', \'p → n\', \'p → SPACE\', \'p → l\', \'p → [\', \'p → /\', \'p → ]\', \'p → y\', \'p → Shift\', \'p → =\', \'p → 2\', \'p → )\', \'p → (\', \'u → a\', \'u → ArrowRight\', \'u → r\', \'u → t\', \'u → .\', \'u → 0\', \'u → *\', \'u → s\', \'u → m\', \'u → >\', \'u → x\', \'u → Enter\', \'u → ""\', \'u → ,\', \'u → b\', \'u → c\', \'u → e\', \'u → o\', \'u → l\', \'u → [\', \'u → /\', \'u → ]\', \'u → Shift\', \'u → w\', \'u → =\', \'u → 2\', \'u → )\', \'u → (\', \') → a\', \') → r\', \') → t\', \') → h\', \') → .\', \') → *\', \') → s\', \') → m\', \') → i\', \') → >\', \') → x\', \') → ""\', \') → c\', \') → e\', \') → d\', \') → o\', \') → l\', \') → /\', \') → y\', \') → =\', \') → 2\', \') → p\', \') → u\', \'( → g\', \'( → f\', \'( → r\', \'( → t\', \'( → .\', \'( → 0\', \'( → *\', \'( → i\', \'( → >\', \'( → Enter\', \'( → ""\', \'( → b\', \'( → d\', \'( → n\', \'( → o\', \'( → l\', \'( → /\', \'( → y\', \'( → =\', \'( → p\', \'( → u\'] not in index'"
